Codigo,Componente,Nombre_Componente
54612,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
54612,50754,LAMINADO 320MM PPDL54P4 OPTIMA MATE 2 G60 (F9CG3 ) MIC
54613,43348,LAMINADO 111MM PAPEL TERMICO T70/P ARC
54613,CPS0019,CONSUMO DE LAMINADO
54614,CPS0019,CONSUMO DE LAMINADO
54614,46148,LAMINADO 330MM PPBB60-P1-G62S
54615,CPS0019,CONSUMO DE LAMINADO
54615,46148,LAMINADO 330MM PPBB60-P1-G62S
54616,CPS0019,CONSUMO DE LAMINADO
54616,46148,LAMINADO 330MM PPBB60-P1-G62S
54617,CPS0019,CONSUMO DE LAMINADO
54617,46148,LAMINADO 330MM PPBB60-P1-G62S
54618,CPS0019,CONSUMO DE LAMINADO
54618,46148,LAMINADO 330MM PPBB60-P1-G62S
54619,CPS0019,CONSUMO DE LAMINADO
54619,46148,LAMINADO 330MM PPBB60-P1-G62S
54620,CPS0019,CONSUMO DE LAMINADO
54620,46148,LAMINADO 330MM PPBB60-P1-G62S
54621,CPS0019,CONSUMO DE LAMINADO
54621,51556,LAMINADO FILM PETG 300 MM 45 MIC
54624,CPS0019,CONSUMO DE LAMINADO
54624,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54625,CPS0019,CONSUMO DE LAMINADO
54625,57557,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G60 ARP
54626,CPS0019,CONSUMO DE LAMINADO
54626,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54627,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
54627,CPS0019,CONSUMO DE LAMINADO
54629,CPS0019,CONSUMO DE LAMINADO
54629,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
54629,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54630,CPS0019,CONSUMO DE LAMINADO
54630,57557,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G60 ARP
54630,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
54634,CPS0019,CONSUMO DE LAMINADO
54634,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54635,CPS0019,CONSUMO DE LAMINADO
54635,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54636,CPS0019,CONSUMO DE LAMINADO
54636,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54637,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54637,CPS0019,CONSUMO DE LAMINADO
54638,CPS0019,CONSUMO DE LAMINADO
54638,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54639,CPS0019,CONSUMO DE LAMINADO
54639,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
54640,CPS0019,CONSUMO DE LAMINADO
54640,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54641,CPS0019,CONSUMO DE LAMINADO
54641,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54642,CPS0019,CONSUMO DE LAMINADO
54642,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54643,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54643,CPS0019,CONSUMO DE LAMINADO
54646,CPS0019,CONSUMO DE LAMINADO
54646,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
54648,CPS0019,CONSUMO DE LAMINADO
54648,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
54649,CPS0019,CONSUMO DE LAMINADO
54649,53894,LAMINADO 300MM PP TRANSP. RP37 SY105C UPM RAFLATAC
54651,CPS0019,CONSUMO DE LAMINADO
54651,50359,LAMINADO FILM PETG 240 MM 45 MIC
54652,CPS0019,CONSUMO DE LAMINADO
54652,50359,LAMINADO FILM PETG 240 MM 45 MIC
54653,CPS0019,CONSUMO DE LAMINADO
54653,50359,LAMINADO FILM PETG 240 MM 45 MIC
54656,43973,LAMINADO 110MM PAPEL SINTETICO 200 micras MIC
54656,CPS0019,CONSUMO DE LAMINADO
54657,CPS0019,CONSUMO DE LAMINADO
54657,50359,LAMINADO FILM PETG 240 MM 45 MIC
54658,CPS0019,CONSUMO DE LAMINADO
54658,50359,LAMINADO FILM PETG 240 MM 45 MIC
54659,CPS0019,CONSUMO DE LAMINADO
54659,50359,LAMINADO FILM PETG 240 MM 45 MIC
54660,CPS0019,CONSUMO DE LAMINADO
54660,50359,LAMINADO FILM PETG 240 MM 45 MIC
54661,CPS0019,CONSUMO DE LAMINADO
54661,51556,LAMINADO FILM PETG 300 MM 45 MIC
54662,CPS0019,CONSUMO DE LAMINADO
54662,50360,LAMINADO FILM PETG 300 MM 45 MIC
54663,CPS0019,CONSUMO DE LAMINADO
54663,50360,LAMINADO FILM PETG 300 MM 45 MIC
54664,CPS0019,CONSUMO DE LAMINADO
54664,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54665,CPS0019,CONSUMO DE LAMINADO
54665,50047,LAMINADO 330MM PAPEL BRILLANTE INKJET 7978 AP904
54666,CPS0019,CONSUMO DE LAMINADO
54666,50047,LAMINADO 330MM PAPEL BRILLANTE INKJET 7978 AP904
54668,CPS0019,CONSUMO DE LAMINADO
54668,56502,LAMINADO 330MM PPBB57-P1-G62S ARC
54668,53511,LAMINADO 330 MM PPDL54P1 OPTIMA MATE G60 ARC
54669,CPS0019,CONSUMO DE LAMINADO
54669,53511,LAMINADO 330 MM PPDL54P1 OPTIMA MATE G60 ARC
54669,46148,LAMINADO 330MM PPBB60-P1-G62S
54670,CPS0019,CONSUMO DE LAMINADO
54670,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
54673,CPS0019,CONSUMO DE LAMINADO
54673,50928,"LAMINADO 330MM PP BLANCO S7400ER/PET23 "" EASY MOVE"" CLEAN FLAKE AD"
54674,CPS0019,CONSUMO DE LAMINADO
54674,50928,"LAMINADO 330MM PP BLANCO S7400ER/PET23 "" EASY MOVE"" CLEAN FLAKE AD"
54675,CPS0019,CONSUMO DE LAMINADO
54675,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54676,CPS0019,CONSUMO DE LAMINADO
54676,52915,LAMINADO 333MM PP TRANSP. RP37 SY105C UPM RAFLATAC
54677,45206,LAMINADO 160MM PAPEL TERMICO T70/P ARC
54677,CPS0019,CONSUMO DE LAMINADO
54678,CPS0019,CONSUMO DE LAMINADO
54678,52915,LAMINADO 333MM PP TRANSP. RP37 SY105C UPM RAFLATAC
551,CPS0019,CONSUMO DE LAMINADO
551,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
552,CPS0019,CONSUMO DE LAMINADO
552,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
553,CPS0019,CONSUMO DE LAMINADO
553,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
554,CPS0019,CONSUMO DE LAMINADO
554,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
555,CPS0019,CONSUMO DE LAMINADO
555,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
55557,CPS0019,CONSUMO DE LAMINADO
55557,50360,LAMINADO FILM PETG 300 MM 45 MIC
55557,45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR
55558,CPS0019,CONSUMO DE LAMINADO
55558,50360,LAMINADO FILM PETG 300 MM 45 MIC
55558,45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR
55559,CPS0019,CONSUMO DE LAMINADO
55559,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55560,45051,LAMINADO 330MM PAPEL TRANSFER TT64/PH
55560,CPS0019,CONSUMO DE LAMINADO
55566,CPS0019,CONSUMO DE LAMINADO
55566,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
55567,CPS0019,CONSUMO DE LAMINADO
55567,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
55568,CPS0019,CONSUMO DE LAMINADO
55568,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
55569,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55569,CPS0019,CONSUMO DE LAMINADO
55577,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55577,CPS0019,CONSUMO DE LAMINADO
55583,CPS0019,CONSUMO DE LAMINADO
55583,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55584,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55584,CPS0019,CONSUMO DE LAMINADO
55585,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55585,CPS0019,CONSUMO DE LAMINADO
55586,CPS0019,CONSUMO DE LAMINADO
55586,50359,LAMINADO FILM PETG 240 MM 45 MIC
55589,CPS0019,CONSUMO DE LAMINADO
55589,46888,LAMINADO 160MM GREEN PAPER 120µ HP 2300/GL62 INNO
55590,CPS0019,CONSUMO DE LAMINADO
55590,50359,LAMINADO FILM PETG 240 MM 45 MIC
55591,CPS0019,CONSUMO DE LAMINADO
55591,58175,LAMINADO 160MM SY2040S PP BCO TC60  RP37 UPM SAMSON
55592,CPS0019,CONSUMO DE LAMINADO
55592,48647,LAMINADO FILM PETG 330 MM 45 MIC
55593,CPS0019,CONSUMO DE LAMINADO
55593,48647,LAMINADO FILM PETG 330 MM 45 MIC
55594,CPS0019,CONSUMO DE LAMINADO
55594,48647,LAMINADO FILM PETG 330 MM 45 MIC
55595,CPS0019,CONSUMO DE LAMINADO
55595,48647,LAMINADO FILM PETG 330 MM 45 MIC
55597,CPS0019,CONSUMO DE LAMINADO
55597,44892,LAMINADO 200MM PPBB60-P4-G62S
55598,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55598,CPS0019,CONSUMO DE LAMINADO
55599,CPS0019,CONSUMO DE LAMINADO
55599,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
556,CPS0019,CONSUMO DE LAMINADO
556,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
55600,CPS0019,CONSUMO DE LAMINADO
55600,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55603,CPS0019,CONSUMO DE LAMINADO
55603,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55613,43573,LAMINADO 200MM PPBB60-P1-G62S
55613,CPS0019,CONSUMO DE LAMINADO
55614,43573,LAMINADO 200MM PPBB60-P1-G62S
55614,CPS0019,CONSUMO DE LAMINADO
55615,43573,LAMINADO 200MM PPBB60-P1-G62S
55615,CPS0019,CONSUMO DE LAMINADO
55616,CPS0019,CONSUMO DE LAMINADO
55616,46148,LAMINADO 330MM PPBB60-P1-G62S
55617,CPS0019,CONSUMO DE LAMINADO
55617,46148,LAMINADO 330MM PPBB60-P1-G62S
55618,CPS0019,CONSUMO DE LAMINADO
55618,46148,LAMINADO 330MM PPBB60-P1-G62S
55619,CPS0019,CONSUMO DE LAMINADO
55619,49494,LAMINADO 110MM PAPEL SEMIBRILLO RAPIDJET 7978 AP904 RI
55620,CPS0019,CONSUMO DE LAMINADO
55620,49494,LAMINADO 110MM PAPEL SEMIBRILLO RAPIDJET 7978 AP904 RI
55621,CPS0019,CONSUMO DE LAMINADO
55621,49494,LAMINADO 110MM PAPEL SEMIBRILLO RAPIDJET 7978 AP904 RI
55623,CPS0019,CONSUMO DE LAMINADO
55623,49494,LAMINADO 110MM PAPEL SEMIBRILLO RAPIDJET 7978 AP904 RI
55625,CPS0019,CONSUMO DE LAMINADO
55625,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55626,CPS0019,CONSUMO DE LAMINADO
55626,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
55627,45876,LAMINADO 111MM PAPEL TERMICO T70-PH-G62 ARC
55627,CPS0019,CONSUMO DE LAMINADO
55628,CPS0019,CONSUMO DE LAMINADO
55628,46888,LAMINADO 160MM GREEN PAPER 120µ HP 2300/GL62 INNO
55629,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55629,CPS0019,CONSUMO DE LAMINADO
55630,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55630,CPS0019,CONSUMO DE LAMINADO
55631,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55631,CPS0019,CONSUMO DE LAMINADO
55632,CPS0019,CONSUMO DE LAMINADO
55632,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55633,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55633,CPS0019,CONSUMO DE LAMINADO
55634,CPS0019,CONSUMO DE LAMINADO
55634,50359,LAMINADO FILM PETG 240 MM 45 MIC
55635,CPS0019,CONSUMO DE LAMINADO
55635,50359,LAMINADO FILM PETG 240 MM 45 MIC
55636,CPS0019,CONSUMO DE LAMINADO
55636,48311,LAMINADO 160MM PPBB60-P4-G62S
55637,CPS0019,CONSUMO DE LAMINADO
55637,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55638,CPS0019,CONSUMO DE LAMINADO
55638,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55639,CPS0019,CONSUMO DE LAMINADO
55639,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55641,CPS0019,CONSUMO DE LAMINADO
55641,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
55644,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55644,CPS0019,CONSUMO DE LAMINADO
55645,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55645,CPS0019,CONSUMO DE LAMINADO
55646,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55646,CPS0019,CONSUMO DE LAMINADO
55647,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
55647,CPS0019,CONSUMO DE LAMINADO
55648,CPS0019,CONSUMO DE LAMINADO
55648,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
55649,CPS0019,CONSUMO DE LAMINADO
55649,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
55650,CPS0019,CONSUMO DE LAMINADO
55650,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55658,CPS0019,CONSUMO DE LAMINADO
55658,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
55659,CPS0019,CONSUMO DE LAMINADO
55659,50359,LAMINADO FILM PETG 240 MM 45 MIC
55660,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55660,CPS0019,CONSUMO DE LAMINADO
55661,40508,LAMINADO 330MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
55661,CPS0019,CONSUMO DE LAMINADO
55662,43432,LAMINADO 200MM PAPEL SEMIBRILLO L80-PH-G62S ARP
55662,CPS0019,CONSUMO DE LAMINADO
55665,CPS0019,CONSUMO DE LAMINADO
55665,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
55666,CPS0019,CONSUMO DE LAMINADO
55666,46148,LAMINADO 330MM PPBB60-P1-G62S
55667,CPS0019,CONSUMO DE LAMINADO
55667,46148,LAMINADO 330MM PPBB60-P1-G62S
55668,CPS0019,CONSUMO DE LAMINADO
55668,50360,LAMINADO FILM PETG 300 MM 45 MIC
55669,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
55669,CPS0019,CONSUMO DE LAMINADO
55669,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55670,CPS0019,CONSUMO DE LAMINADO
55670,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
55670,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55673,CPS0019,CONSUMO DE LAMINADO
55673,51558,LAMINADO FILM PETG 360 MM 45 MIC
55675,CPS0019,CONSUMO DE LAMINADO
55675,45876,LAMINADO 111MM PAPEL TERMICO T70-PH-G62 ARC
55676,50359,LAMINADO FILM PETG 240 MM 45 MIC
55676,CPS0019,CONSUMO DE LAMINADO
55680,CPS0019,CONSUMO DE LAMINADO
55680,51677,LAMINADO 300MM PP BCO BTE P4 38M G58 ARC
55680,46118,LAMINADO 300MM PPBB60-P1-G62S
55681,CPS0019,CONSUMO DE LAMINADO
55681,51677,LAMINADO 300MM PP BCO BTE P4 38M G58 ARC
55681,46118,LAMINADO 300MM PPBB60-P1-G62S
55682,CPS0019,CONSUMO DE LAMINADO
55682,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
55686,CPS0019,CONSUMO DE LAMINADO
55686,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55687,CPS0019,CONSUMO DE LAMINADO
55687,46148,LAMINADO 330MM PPBB60-P1-G62S
55692,CPS0019,CONSUMO DE LAMINADO
55692,59428,LAMINADO 333MM PAPEL TERMICO T70-P-ECO-G60 ARP
55693,CPS0019,CONSUMO DE LAMINADO
55693,53802,LAMINADO CINTA P/LAMINAR  PP TRANSP. 330MM OLPP24-B-1500
55693,46192,LAMINADO 330MM PPBB60-P4-G62S
55699,CPS0019,CONSUMO DE LAMINADO
55699,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
557,CPS0019,CONSUMO DE LAMINADO
557,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
55707,CPS0019,CONSUMO DE LAMINADO
55707,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55708,CPS0019,CONSUMO DE LAMINADO
55708,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55709,CPS0019,CONSUMO DE LAMINADO
55709,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55710,43348,LAMINADO 111MM PAPEL TERMICO T70/P ARC
55710,CPS0019,CONSUMO DE LAMINADO
55711,CPS0019,CONSUMO DE LAMINADO
55711,50753,LAMINADO 330MM PPDL54P4 OPTIMA MATE 2 G60 MIC
55711,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
55713,CPS0019,CONSUMO DE LAMINADO
55713,50360,LAMINADO FILM PETG 300 MM 45 MIC
55716,CPS0019,CONSUMO DE LAMINADO
55716,55734,LAMINADO FOLIA PLATA COLDFOIL 120 MM COR
55716,48647,LAMINADO FILM PETG 330 MM 45 MIC
55718,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55718,CPS0019,CONSUMO DE LAMINADO
55719,CPS0019,CONSUMO DE LAMINADO
55719,44980,LAMINADO 160MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
55722,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55722,CPS0019,CONSUMO DE LAMINADO
55723,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55723,CPS0019,CONSUMO DE LAMINADO
55724,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55724,CPS0019,CONSUMO DE LAMINADO
55725,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55725,CPS0019,CONSUMO DE LAMINADO
55726,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55726,CPS0019,CONSUMO DE LAMINADO
55727,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55727,CPS0019,CONSUMO DE LAMINADO
55728,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55728,CPS0019,CONSUMO DE LAMINADO
55729,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55729,CPS0019,CONSUMO DE LAMINADO
55730,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
55730,CPS0019,CONSUMO DE LAMINADO
55731,CPS0019,CONSUMO DE LAMINADO
55731,55734,LAMINADO FOLIA PLATA COLDFOIL 120 MM COR
55731,48647,LAMINADO FILM PETG 330 MM 45 MIC
55732,CPS0019,CONSUMO DE LAMINADO
55732,55734,LAMINADO FOLIA PLATA COLDFOIL 120 MM COR
55732,48647,LAMINADO FILM PETG 330 MM 45 MIC
55733,CPS0019,CONSUMO DE LAMINADO
55733,55734,LAMINADO FOLIA PLATA COLDFOIL 120 MM COR
55733,48647,LAMINADO FILM PETG 330 MM 45 MIC
55738,CPS0019,CONSUMO DE LAMINADO
55738,51557,LAMINADO FILM PETG 280 MM 45 MIC
55739,CPS0019,CONSUMO DE LAMINADO
55739,51557,LAMINADO FILM PETG 280 MM 45 MIC
55740,CPS0019,CONSUMO DE LAMINADO
55740,51557,LAMINADO FILM PETG 280 MM 45 MIC
55741,CPS0019,CONSUMO DE LAMINADO
55741,51557,LAMINADO FILM PETG 280 MM 45 MIC
55742,CPS0019,CONSUMO DE LAMINADO
55742,46148,LAMINADO 330MM PPBB60-P1-G62S
55743,CPS0019,CONSUMO DE LAMINADO
55743,50359,LAMINADO FILM PETG 240 MM 45 MIC
55744,CPS0019,CONSUMO DE LAMINADO
55744,50359,LAMINADO FILM PETG 240 MM 45 MIC
55745,CPS0019,CONSUMO DE LAMINADO
55745,50359,LAMINADO FILM PETG 240 MM 45 MIC
55746,CPS0019,CONSUMO DE LAMINADO
55746,44828,LAMINADO 250MM PPBB60-P1-G62S
55747,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
55747,CPS0019,CONSUMO DE LAMINADO
55747,54408,LAMINADO FOLIA ORO COLDFOIL KFR220 320 MM ANT
55748,CPS0019,CONSUMO DE LAMINADO
55748,54314,LAMINADO 167 WINEGLASS (MANUAL) 10939 RI
55749,CPS0019,CONSUMO DE LAMINADO
55749,51557,LAMINADO FILM PETG 280 MM 45 MIC
55750,CPS0019,CONSUMO DE LAMINADO
55750,53511,LAMINADO 330 MM PPDL54P1 OPTIMA MATE G60 ARC
55750,46148,LAMINADO 330MM PPBB60-P1-G62S
55751,CPS0019,CONSUMO DE LAMINADO
55751,46148,LAMINADO 330MM PPBB60-P1-G62S
55751,53511,LAMINADO 330 MM PPDL54P1 OPTIMA MATE G60 ARC
55752,45206,LAMINADO 160MM PAPEL TERMICO T70/P ARC
55752,CPS0019,CONSUMO DE LAMINADO
55753,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55753,CPS0019,CONSUMO DE LAMINADO
55754,CPS0019,CONSUMO DE LAMINADO
55754,50359,LAMINADO FILM PETG 240 MM 45 MIC
55755,CPS0019,CONSUMO DE LAMINADO
55755,50359,LAMINADO FILM PETG 240 MM 45 MIC
55756,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55756,CPS0019,CONSUMO DE LAMINADO
55757,CPS0019,CONSUMO DE LAMINADO
55757,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55758,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55758,CPS0019,CONSUMO DE LAMINADO
55759,CPS0019,CONSUMO DE LAMINADO
55759,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55760,CPS0019,CONSUMO DE LAMINADO
55760,50359,LAMINADO FILM PETG 240 MM 45 MIC
55761,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55761,CPS0019,CONSUMO DE LAMINADO
55762,CPS0019,CONSUMO DE LAMINADO
55762,50928,"LAMINADO 330MM PP BLANCO S7400ER/PET23 "" EASY MOVE"" CLEAN FLAKE AD"
55763,CPS0019,CONSUMO DE LAMINADO
55763,50928,"LAMINADO 330MM PP BLANCO S7400ER/PET23 "" EASY MOVE"" CLEAN FLAKE AD"
55764,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55764,CPS0019,CONSUMO DE LAMINADO
55765,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55765,CPS0019,CONSUMO DE LAMINADO
55766,CPS0019,CONSUMO DE LAMINADO
55766,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55767,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55767,CPS0019,CONSUMO DE LAMINADO
55768,CPS0019,CONSUMO DE LAMINADO
55768,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55769,CPS0019,CONSUMO DE LAMINADO
55769,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55770,CPS0019,CONSUMO DE LAMINADO
55770,53075,LAMINADO 158 WINEGLASS (AUTOMATICO) PT235 ECO
55771,CPS0019,CONSUMO DE LAMINADO
55771,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55772,CPS0019,CONSUMO DE LAMINADO
55772,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
55777,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
55777,CPS0019,CONSUMO DE LAMINADO
55778,CPS0019,CONSUMO DE LAMINADO
55778,46118,LAMINADO 300MM PPBB60-P1-G62S
55779,CPS0019,CONSUMO DE LAMINADO
55779,46148,LAMINADO 330MM PPBB60-P1-G62S
55780,CPS0019,CONSUMO DE LAMINADO
55780,46148,LAMINADO 330MM PPBB60-P1-G62S
55781,CPS0019,CONSUMO DE LAMINADO
55781,46148,LAMINADO 330MM PPBB60-P1-G62S
55784,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
55784,CPS0019,CONSUMO DE LAMINADO
55785,CPS0019,CONSUMO DE LAMINADO
55785,55818,"LAMINADO 142,2MM FOLIA PLATA COLDFOIL KFR100 PLAT"
55785,51557,LAMINADO FILM PETG 280 MM 45 MIC
55786,CPS0019,CONSUMO DE LAMINADO
55786,55818,"LAMINADO 142,2MM FOLIA PLATA COLDFOIL KFR100 PLAT"
55786,51557,LAMINADO FILM PETG 280 MM 45 MIC
55789,CPS0019,CONSUMO DE LAMINADO
55789,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55790,CPS0019,CONSUMO DE LAMINADO
55790,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
55791,CPS0019,CONSUMO DE LAMINADO
