ItemCode,CodBodega,ItemName,Cantidad,Costo,ValorStockTotal,FechAdmis,Ancho
16477,45,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,46,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,48,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,49,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,50,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,51,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,52,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,53,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16477,54,G47490 PRINT SERVER EXTERNO ZEBRA,0.0,0.0,0.0,1900-01-01,0.0
16781,01,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,02,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,03,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,04,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,05,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,06,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,07,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,08,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,09,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,10,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,11,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,12,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
16781,13,ROL13-2311-01 RODILLO TRACTOR DATAMAX E-4203,0.0,13039.5,0.0,1900-01-01,0.0
