ItemName,Categoria,Cantidad,CodBodega,NomBodega,UMInv,Fecha_Ult_recep
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,03,PRODUCTOS TERMINADOS,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,10.0,04,PRODUCCION,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,05,RECLAMO PROVEEDOR,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,06,PRODUCTOS RECHAZADOS,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,07,NOTAS DE CREDITO,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,08,MPRIMA SOBRE STOCK,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,10,DIFERENCIAS DE INV. P.T.,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,13,TDP STOCK,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,14,SERVICIO TECNICO,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,17,BODEGA CLIENTES,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,20,POSCOSECHA MUESTRAS,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,21,TINTAS,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,22,SIEGWERK,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,24,SALDO MATERIAS PRIMAS,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,15,TALLER SERV.TECNICO,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,49,BOG. LOGICA ARAUCO,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,26,OBSOLETOS COMERCIAL,LITRO,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,08,MPRIMA SOBRE STOCK,UNIDAD,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,52,ST IMPRESORAS Y EQUIPOS,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,51,PERU STOCK ENVIO,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,50,SERV.TECNICO SAMSON,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,49,BOG. LOGICA ARAUCO,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,48,POSCOSECHA,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,46,SINCLAIR STOCK,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,45,BODEGA PROVEEDOR,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,44,SERV.TECNICO SINCLAIR,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,40,ST CONCEPCION,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,38,RRHH,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,36,CONTAINER,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,35,BODEGA GESLOG INTEGRAL,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,34,MP MAQUINA WEBER,LITRO,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,30.6,21,TINTAS,UNIDAD,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,14,SERVICIO TECNICO,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,53,BODEGA ESQUIM,LITRO,2026-04-13
TINTA UV BLACK 1690320 DURST A,PROD. TINTAS DIGITAL,0.0,54,GESLOG MALLOA,LITRO,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,26,OBSOLETOS COMERCIAL,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,48,POSCOSECHA,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,54,GESLOG MALLOA,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,53,BODEGA ESQUIM,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,52,ST IMPRESORAS Y EQUIPOS,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,51,PERU STOCK ENVIO,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,50,SERV.TECNICO SAMSON,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,49,BOG. LOGICA ARAUCO,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,46,SINCLAIR STOCK,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,34,MP MAQUINA WEBER,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,45,BODEGA PROVEEDOR,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,44,SERV.TECNICO SINCLAIR,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,40,ST CONCEPCION,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,38,RRHH,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,36,CONTAINER,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,35,BODEGA GESLOG INTEGRAL,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,17,BODEGA CLIENTES,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,20,POSCOSECHA MUESTRAS,UNIDAD,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,45,BODEGA PROVEEDOR,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,20.0,36,CONTAINER,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,48,POSCOSECHA,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,46,SINCLAIR STOCK,LITRO,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,04,PRODUCCION,UNIDAD,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,44,SERV.TECNICO SINCLAIR,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,40,ST CONCEPCION,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,38,RRHH,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,35,BODEGA GESLOG INTEGRAL,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,17,BODEGA CLIENTES,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,34,MP MAQUINA WEBER,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,26,OBSOLETOS COMERCIAL,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,15,TALLER SERV.TECNICO,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,24,SALDO MATERIAS PRIMAS,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,22,SIEGWERK,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,21,TINTAS,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,50,SERV.TECNICO SAMSON,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,51,PERU STOCK ENVIO,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,13,TDP STOCK,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,02,MATERIAS PRIMAS E INSUMOS,LITRO,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,02,MATERIAS PRIMAS E INSUMOS,UNIDAD,2026-04-13
LIMPIADOR WASH UP 02JI000022 SIEGWERK,PROD. TINTAS,0.0,01,BODEGA COSTEO,UNIDAD,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,54,GESLOG MALLOA,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,53,BODEGA ESQUIM,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,52,ST IMPRESORAS Y EQUIPOS,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,01,BODEGA COSTEO,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,03,PRODUCTOS TERMINADOS,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,04,PRODUCCION,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,05,RECLAMO PROVEEDOR,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,06,PRODUCTOS RECHAZADOS,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,07,NOTAS DE CREDITO,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,08,MPRIMA SOBRE STOCK,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,10,DIFERENCIAS DE INV. P.T.,LITRO,2026-04-13
TINTA UV CYAN 1690241 DURST A,PROD. TINTAS DIGITAL,0.0,20,POSCOSECHA MUESTRAS,LITRO,2026-04-13
TINTA UV YELLOW PROCESS YF0005 ANTALIS,PROD. TINTAS,70.0,36,CONTAINER,KILOS,2026-04-10
TINTA UV PARAGON WARM RED PROCESS RF0002,PROD. TINTAS,45.0,36,CONTAINER,KILOS,2026-03-31
TINTA UV PARAGON WARM RED PROCESS RF0002,PROD. TINTAS,5.0,36,CONTAINER,KILOS,2026-03-31
TINTA UV PARAGON WARM RED PROCESS RF0002,PROD. TINTAS,25.0,36,CONTAINER,KILOS,2026-03-31
TINTA UV PARAGON WARM RED PROCESS RF0002,PROD. TINTAS,5.0,36,CONTAINER,KILOS,2026-03-31
TINTA FLEXOCURE FORCE BLUE UFO50072 FLINT,PROD. TINTAS,25.5,21,TINTAS,KILOS,2026-03-17
BARNIZ UV 85-600638-2 NUTRIFLEX MATE,PROD. TINTAS,40.0,21,TINTAS,UN,2026-03-16
BARNIZ AG,PROD. TINTAS,20.0,21,TINTAS,KILOS,2026-03-13
TINTA SOLVENTE ROJO TRICROMIA 177010,PROD. TINTAS,10.0,21,TINTAS,KILOS,2026-03-06
BARNIZ EXTENDER SOBREIMP UPF0-0080-0405N FLINT,PROD. TINTAS,45.0,21,TINTAS,KG,2026-03-05
TINTA UV 80-802495-4 MAGENTA RED NUTRIFLEX E03 SIEGW,PROD. TINTAS,5.0,21,TINTAS,UN,2026-02-28
TINTA UV PARAGON LUNA ORANGE 021 PROCESS,PROD. TINTAS,10.0,36,CONTAINER,KILOS,2026-02-28
TINTA SOLVENTE RODAMINA 177636,PROD. TINTAS,12.0,21,TINTAS,KILOS,2026-02-28
TINTA SOLVENTE ROJO 186 175672,PROD. TINTAS,14.0,21,TINTAS,KILOS,2026-02-28
TINTA AGUA ROJO WARM RED HYDRO 177582 HUBER,PROD. TINTAS,22.0,21,TINTAS,KILOS,2026-02-28
TINTA SOLVENTE ROJO 186 175672,PROD. TINTAS,4.0,21,TINTAS,KILOS,2026-02-28
TINTA UV PARAGON LUNA ORANGE 021 PROCESS,PROD. TINTAS,15.0,36,CONTAINER,KILOS,2026-02-28
TINTA UV PARAGON LUNA ORANGE 021 PROCESS,PROD. TINTAS,30.0,36,CONTAINER,KILOS,2026-02-28
TINTA AL AGUA NEGRO 177724,PROD. TINTAS,16.0,21,TINTAS,KILOS,2026-02-28
TINTA UV PARAGON LUNA ORANGE 021 PROCESS,PROD. TINTAS,5.0,21,TINTAS,KILOS,2026-02-28
TINTA AL AGUA NEGRO 177724,PROD. TINTAS,9.0,21,TINTAS,KILOS,2026-02-28
BARNIZ ACUOSO 172867 HUB,PROD. TINTAS,15.0,21,TINTAS,KILOS,2026-02-28
TINTA UV LV 873 GOLD FLINT,PROD. TINTAS,10.0,21,TINTAS,KILOS,2026-02-28
TINTA SOLVENTE AZUL 300 177782,PROD. TINTAS,3.0,21,TINTAS,KILOS,2026-02-28
TINTA SOLVENTE RODAMINA 177636,PROD. TINTAS,4.0,21,TINTAS,KILOS,2026-02-28
TINTA SOLVENTE AZUL 300 177782,PROD. TINTAS,7.0,21,TINTAS,KILOS,2026-02-28
TINTA UV PARAGON RODAMINA PROCESS RF0003,PROD. TINTAS,5.0,36,CONTAINER,KILOS,2026-02-04
TINTA UV PARAGON RODAMINA PROCESS RF0003,PROD. TINTAS,35.0,36,CONTAINER,KILOS,2026-02-04
TINTA UV PARAGON VIOLETA PROCESS VF0001,PROD. TINTAS,20.0,04,PRODUCCION,KILOS,2026-02-04
TINTA UV PARAGON RODAMINA PROCESS RF0003,PROD. TINTAS,15.0,36,CONTAINER,KILOS,2026-02-04
TINTA UV PARAGON GREEN PROCESS GF0001,PROD. TINTAS,45.0,36,CONTAINER,KILOS,2026-02-04
TINTA UV PARAGON GREEN PROCESS GF0001,PROD. TINTAS,15.0,36,CONTAINER,KILOS,2026-02-04
TINTA UV PARAGON GREEN PROCESS GF0001,PROD. TINTAS,10.0,36,CONTAINER,KILOS,2026-02-04
TINTA UV PARAGON RODAMINA PROCESS RF0003,PROD. TINTAS,15.0,36,CONTAINER,KILOS,2026-02-04
TINTA UV PARAGON VIOLETA PROCESS VF0001,PROD. TINTAS,20.0,36,CONTAINER,KILOS,2026-02-04
ADHESIVO PARA FOLIA (RVA001550) (3.63 KG) CF308-1G,PROD. TINTAS,13.63,21,TINTAS,KG,2026-01-27
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,21,TINTAS,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,13,TDP STOCK,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,53,BODEGA ESQUIM,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,54,GESLOG MALLOA,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,01,BODEGA COSTEO,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,02,MATERIAS PRIMAS E INSUMOS,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,50,SERV.TECNICO SAMSON,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,03,PRODUCTOS TERMINADOS,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,18.0,04,PRODUCCION,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,05,RECLAMO PROVEEDOR,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,06,PRODUCTOS RECHAZADOS,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,07,NOTAS DE CREDITO,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,08,MPRIMA SOBRE STOCK,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,10,DIFERENCIAS DE INV. P.T.,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,14,SERVICIO TECNICO,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,22,SIEGWERK,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,15,TALLER SERV.TECNICO,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,17,BODEGA CLIENTES,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,49,BOG. LOGICA ARAUCO,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,48,POSCOSECHA,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,46,SINCLAIR STOCK,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,45,BODEGA PROVEEDOR,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,44,SERV.TECNICO SINCLAIR,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,40,ST CONCEPCION,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,38,RRHH,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,36,CONTAINER,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,20,POSCOSECHA MUESTRAS,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,34,MP MAQUINA WEBER,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,26,OBSOLETOS COMERCIAL,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,24,SALDO MATERIAS PRIMAS,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,35,BODEGA GESLOG INTEGRAL,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,54,GESLOG MALLOA,LITRO,2026-01-19
TINTA UV VIOLET 1690269 DURST A,PROD. TINTAS DIGITAL,11.74,04,PRODUCCION,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,22,SIEGWERK,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,26,OBSOLETOS COMERCIAL,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,34,MP MAQUINA WEBER,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,35,BODEGA GESLOG INTEGRAL,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,38,RRHH,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,40,ST CONCEPCION,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,44,SERV.TECNICO SINCLAIR,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,45,BODEGA PROVEEDOR,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,46,SINCLAIR STOCK,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,48,POSCOSECHA,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,49,BOG. LOGICA ARAUCO,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,51,PERU STOCK ENVIO,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,50,SERV.TECNICO SAMSON,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,51,PERU STOCK ENVIO,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,52,ST IMPRESORAS Y EQUIPOS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,53,BODEGA ESQUIM,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,24,SALDO MATERIAS PRIMAS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,36,CONTAINER,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,21,TINTAS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,07,NOTAS DE CREDITO,LITRO,2026-01-19
TINTA UV ORANGE 1690246 DURST A,PROD. TINTAS DIGITAL,0.0,52,ST IMPRESORAS Y EQUIPOS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,01,BODEGA COSTEO,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,20,POSCOSECHA MUESTRAS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,03,PRODUCTOS TERMINADOS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,5.0,04,PRODUCCION,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,05,RECLAMO PROVEEDOR,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,06,PRODUCTOS RECHAZADOS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,02,MATERIAS PRIMAS E INSUMOS,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,08,MPRIMA SOBRE STOCK,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,13,TDP STOCK,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,14,SERVICIO TECNICO,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,15,TALLER SERV.TECNICO,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,17,BODEGA CLIENTES,LITRO,2026-01-19
TINTA UV GREEN 1690245 DURST A,PROD. TINTAS DIGITAL,0.0,10,DIFERENCIAS DE INV. P.T.,LITRO,2026-01-19
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,05,RECLAMO PROVEEDOR,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,01,BODEGA COSTEO,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,02,MATERIAS PRIMAS E INSUMOS,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,03,PRODUCTOS TERMINADOS,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,1.0,04,PRODUCCION,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,08,MPRIMA SOBRE STOCK,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,06,PRODUCTOS RECHAZADOS,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,07,NOTAS DE CREDITO,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,10,DIFERENCIAS DE INV. P.T.,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,13,TDP STOCK,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,53,BODEGA ESQUIM,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,54,GESLOG MALLOA,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,34,MP MAQUINA WEBER,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,52,ST IMPRESORAS Y EQUIPOS,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,51,PERU STOCK ENVIO,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,50,SERV.TECNICO SAMSON,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,49,BOG. LOGICA ARAUCO,,2026-01-12
C13T44B120 - SJIC35P-K INK CATRIDGE (BLACK),INDUST. TINTA EPSON,0.0,48,POSCOSECHA,,2026-01-12
