"sap","corr","descripcion","codigo_sap","cliente","categoria","venta","troquelado_especial","tipo_tintas","release_inhibidor","barniz","tipo_barniz","folia","sap_barniz","adhesivo","troquel_largoxancho","tipo_troquel","imag_eje","imag_desarrollo","z","paso_engranaje","sustrato_n1","n1","ancho_mts","sap_n1","sustrato_n2","ancho_n2","sap_n2","cinta_p_laminar","ancho","sap_n3_cinta_p_lam","trabajo_3ro","proveedor","sap_folia","ancho_folia","vendedor","cantidad_colores","prov_lam_1","prov_lam_2","prov_cinta","prov_folia","corte","bcm","color","anilox","bcm2","color3","anilox4","bcm5","color6","anilox7","bcm8","color9","anilox10","bcm11","aisa_maquina","aisa_final","muestra_adjunta","pantone","sist_etiq","uso","avance_x_etiqueta","avance_troquel","mts_x_rollo","et_x_rollo","rollos_x_caja","et_x_caja","n_columnas","factor_consumo","cod_caja","cod_cono","observaciones","elaborado_por","fecha_elab","n_revision","muestras_etiquetas","muestra_envases","velocidad_objetivo","actualizado_por","detalle_actualizacion","fecha_actualizacion","diametro_cono","z_cilindro_impresion","ruta_fabricacion","disponibilidad_troquel","envase_disponible","material","color12","entregada_a_pre_prensa","consideraciones_termo_hp","descrpcion","cps","cantidad_etq_en_oi","total_metros_lineales","fact_consu_mat_2","fact_consu_cinta_p_laminar","fact_consu_folia","estado_de_vb","troquel_existente_nuevo","receta_en_sap","proyecto_tp","fabricacion_samson","sap_de_troquel"
"58526","9383","ETIQ.PRIME D.190X130 MY WAY NARANJA,ZANAHORIA,JENGIBRE,MANZANA 1 LTR./AE A3 C3 1S","58526","FIRKU FOODS","PRIME DIGITAL","UNIDADES","NO","UV DIGITAL","N/A","NO","N/A","N/A","N/A","FRIO","190 X 130","FLEXIBLE","2","2","122","3.175","LAMINADO 300MM PPBB57-P4-G58 ARC","300","0.3","58078","NO APLICA","--","--","LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º","320","50136","HERNAN LARA","5: C; M; Y; K; P-1655 + LAMINADO MATE","","","HERNAN LARA","4: C; M; Y; K + LAMINADO MATE","ARCLAD","--","--","--","RECTANGULAR","701/720","IMPRIMIR EN HP/ LAMINAR Y TROQUELAR  EN GM (CINTA PARA LAMINAR MATE)","MARIO FLORES","","","20","","","","3","OPP","BLANCO","OK","4","3","","","AUTOMATICO","SIN INFORMACION","193.67499999999998","387.34999999999997","194","1000","2","2000","1","0.029051249999999997","718","701/720","IMPRIMIR EN DURST / LAMINAR Y TROQUELAR  EN GM (CINTA PARA LAMINAR MATE)","MARIO FLORES","45412","1","","","80","","","","3","122","DU + GM + RT","","","OPP","BLANCO","OK","","","","2000","220","","","","CLIENTE","EXISTENTE","OK","TP 15948","",""
"58527","9384","ETIQ.PRIME D.140X85 MY WAY NARANJA,ZANAHORIA,JENGIBRE,MANZANA 300 ML./AE A3 C3 1S","58527","FIRKU FOODS","PRIME DIGITAL","UNIDADES","NO","UV DIGITAL","NO APLICA","NO","N/A","NO APLICA","N/A","FRIO","140 X 85","FLEXIBLE","3","2","91","3.175","LAMINADO 300MM PPBB57-P4-G58 ARC","300","0.3","58078","NO APLICA","--","--","LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º","320","50136","","","","","HERNAN LARA","4: C; M; Y; K; + LAMINADO MATE","ARCLAD","--","--","--","RECTANGULAR","0.016035337500000003","4","3","AUTOMATICO","SIN INFORMACION","144.4625","288.925","216","1500","2","3000","1","0.015890875000000002","4","3","BARNIZ MATE","MARIO FLORES","AUTOMATICO","SIN INFORMACION","144.4625","288.925","289","2000","2","4000","1","0.014446249999999999","716","720 (CONO 3"")","IMPRIMIR EN DURST/ LAMINAR Y TROQUELAR  EN GM.(CINTA PARA LAMINAR MATE)","MARIO FLORES","38107","1","","","80","","","","3","91","DU + GM + RT","","","OPP","BLANCO","OK","","","","2000","120","","","","CLIENTE","EXISTENTE","OK","TP 15949","",""
"58528","9385","ETIQ.PRIME D.140X85 MY WAY BETARRAGA,LIMON,JENGIBRE,MANZANA 300 ML./AE A3 C3 1S","58528","FIRKU FOODS","PRIME DIGITAL","UNIDADES","NO","UV DIGITAL","NO APLICA","NO","N/A","NO APLICA","N/A","FRIO","140 X 85","FLEXIBLE","3","2","91","3.175","LAMINADO 300MM PPBB57-P4-G58 ARC","300","0.3","58078","NO APLICA","--","--","LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º","320","50136","","","","","HERNAN LARA","4: C; M; Y; K; + LAMINADO MATE","ARCLAD","--","--","--","RECTANGULAR","0.016035337500000003","4","3","AUTOMATICO","SIN INFORMACION","144.4625","288.925","216","1500","2","3000","1","0.015890875000000002","4","3","BARNIZ MATE","MARIO FLORES","AUTOMATICO","SIN INFORMACION","144.4625","288.925","289","2000","2","4000","1","0.014446249999999999","716","720 (CONO 3"")","IMPRIMIR EN DURST/ LAMINAR Y TROQUELAR  EN GM.(CINTA PARA LAMINAR MATE)","MARIO FLORES","38107","1","","","80","","","","3","91","DU + GM + RT","","","OPP","BLANCO","OK","","","","2000","120","","","","CLIENTE","EXISTENTE","OK","TP 15949","",""
"58529","9386","ETIQ.PRIME D.140X85 MY WAY PERA,ESPINACA,MENTA,MANZANA 300 ML./AE A3 C3 1S","58529","FIRKU FOODS","PRIME DIGITAL","UNIDADES","NO","UV DIGITAL","NO APLICA","NO","N/A","NO APLICA","N/A","FRIO","140 X 85","FLEXIBLE","3","2","91","3.175","LAMINADO 300MM PPBB57-P4-G58 ARC","300","0.3","58078","NO APLICA","--","--","LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º","320","50136","","","","","HERNAN LARA","4: C; M; Y; K; + LAMINADO MATE","ARCLAD","--","--","--","RECTANGULAR","0.016035337500000003","4","3","AUTOMATICO","SIN INFORMACION","144.4625","288.925","216","1500","2","3000","1","0.015890875000000002","4","3","BARNIZ MATE","MARIO FLORES","AUTOMATICO","SIN INFORMACION","144.4625","288.925","289","2000","2","4000","1","0.014446249999999999","716","720 (CONO 3"")","IMPRIMIR EN DURST/ LAMINAR Y TROQUELAR  EN GM.(CINTA PARA LAMINAR MATE)","MARIO FLORES","38107","1","","","80","","","","3","91","DU + GM + RT","","","OPP","BLANCO","OK","","","","2000","120","","","","CLIENTE","EXISTENTE","OK","TP 15949","",""
"58608","9387","ETIQ.PRIME 114X57 TERM.P CARNES ÑUBLE COUSINE & CO AF A2 C1,5 1S ETR V524","58608","CARNES ÑUBLE","PRIME","UNIDADES","NO APLICA","UV","NO APLICA","SI","BARNIZ MATE UV CON RESERVA","NO APLICA","47662","ESTANDAR","114 X 57","FLEXIBLE","4","3","111","3.175","LAMINADO 250MM TERMICO PROTEGIDO 7836 THERMAL TC /80 GR GL/60 RI","250","0.25","44236","NO APLICA","","--","NO APLICA","--","--","","","","","MAURICIO MEDINA","6: BLACK; 50% 7518; P-2310; P.485 +BARNIZ MATE","RITRAMA","","","","RECTANGULAR","0.007342187499999999","2","1","AUTOMATICO","ENVASES","117.47499999999998","352.42499999999995","451","3840","3","11520","1","0.007342187499999999","2","1","CON RESERVA BARNIZ UV  MATTE / MP HOMOLOGA 53964./ LOS EMPALMES DEBEN SER CON CINTA TRANSPARENTE Y A LA MITAD DE LA ETIQUETA/ LOS ROLLOS DEBEN IR LIBRES DE POLVILLO (LIMPIAR CON AIRE)","MARIO FLORES","MANUAL","SIN INFORMACION","117.47499999999998","352.42499999999995","36","300","12","3600","1","0.007342187499999999","718","55700","CON RESERVA BARNIZ UV  MATTE / DIAMETRO MAXIMO DEL ROLLO : 97mm","MARIO FLORES","45418","1","","","150","","","","3","111","FB + RT","","","TERMICO PROTEGIDO","BLANCO","OK","","","","30000","","","","","SEGÚN MUESTRA","EXISTENTE","OK","","",""
"58615","9388","0 18.5X25.2 BB60 AGRO INDUSTRIAL G&P SAC ETIQUETA FRUIT SHARING SMILES AE A2 C3 3S 15000ETR V524","58615","AGROINDUSTRIAL G&P SAC","SAMSON","MILES","NO","SOLVENTE","N/A","NO","--","NO APLICA","--","ESTANDAR","18,5 X 25","FLEXIBLE","6","10","90","3.175","LAMINADO 160MM PP BCO BTE ARPPBB60-P ARPLUS (SAMSON/ARP)","160","0.16","57755","NO APLICA","--","","NO APLICA","--","NO APLICA","","","","","ALEX CORTES","2: P-2297; P-7484","ARCLAD","--","--","--","OVALADO","43823","4","3","MANUAL","SIN INFORMACION","27.214285714285715","190.5","137","15000","8","120000","3","0.7257142857142858","1","2","ROLLOS A 3 COLUMNAS .","MARIO FLORES","MANUAL","SIN INFORMACION","28.575","285.75","143","15000","8","120000","3","0.762","49","CONO 3""","ROLLOS A 3 COLUMNAS .","MARIO FLORES","45418","1","","","","","","","3","90","","","","OPP","BLANCO","OK","","","","","","","","","PANTONE","EXISTENTE","OK","S/TP","PERU",""
"58606","9389","ETIQ.INDUST.B 60X80 TRANS VIÑA CONCHA Y TORO 60X80 TRANSFER AE A2 C3 1S 3000ETR V524","58606","VIÑA CONCHA Y TORO","INDUSTRIAL BLANCA","MILES","NO","--","N/A","NO","--","NO APLICA","--","ESTANDAR","60 X 80","FLEXIBLE","3","4","80","3.175","LAMINADO 330MM PAPEL TRANSFER PREMIUM EXTRA / RP51 / WHITE KRAFT 65","330","0.33","54024","NO APLICA","--","--","NO APLICA","--","NO APLICA","","","","","MAURICIO DAVIS","0","RITRAMA","--","--","--","RECTANGULAR","6.3500000000000005","1","2","MANUAL","SIN INFORMACION","63.5","254","70","1102","18","19836","1","6.3500000000000005","1","2","ETIQUETA SIMIL AL SAP 44401 (SERV. DE RE EMBALAJE)","MARIO FLORES","MANUAL","SIN INFORMACION","63.5","254","191","3000","4","12000","1","6.985","718","701 (2)","ROLLOS A 1 COLUMNA EN CONO DE 3""","MARIO FLORES","45419","1","","","150","","","","3","80","","","","PAPEL TRANSFER","BLANCO","SETUP","","","","144000","3200","","","","N/A","EXISTENTE","OK","TP 15972","",""
"58511","9390","ETIQ.INDUST.B 30X70 SEM SUMIPRINT AE A2 C1 1S 2000ETR V424","58511","SUMIPRINT","INDUSTRIAL BLANCA","MILES","NO APLICA","NO APLICA","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","ESTANDAR","30 X 70","FLEXIBLE","2","8","84","3.175","LAMINADO 160MM PAPEL SEMIBRILLO L80-PH-G60 ARPLUS","160","0.16","57552","NO APLICA","--","--","NO APLICA","--","--","N/A","N/A","","","MAURICIO MEDINA","0","ARCLAD","","","","RECTANGULAR","","1","2","AUTOMATICO","SIN INFORMACION","33.3375","266.7","200","6000","4","24000","1","2.667","1","2","--","NELSON SUAZO","MANUAL","SIN INFORMACION","33.3375","266.7","67","2000","6","12000","1","2.667","718","723 (CONO 1"")","USAR CONO ANCHO 62mm AUTORIZADO COMERCIAL (M. MEDINA)","MARIO FLORES","45419","1","","","150","","","","1","84","","","","PAPEL SEMIBRILLO","BLANCO","SETUP","","","","20000","350","","","","N/A","EXISTENTE","OK","TP 15921","",""
"58617","9391","ETIQ.INDUST.I 88X72 BB60 VIÑA CONCHA Y TORO ET LEY DE ALCOHOLES COD  11021393 AF A4 C3 1S ETR V524","58617","VIÑA CONCHA Y TORO","PRIME DIGITAL","UNIDADES","NO","UV DIGITAL","NO APLICA","SI","BARNIZ UV MATTE","NO APLICA","--","ESTANDAR","88 X 72","FLEXIBLE","4","4","117","3.175","LAMINADO 330MM SY2040S PP BCO TC60  RP37 UPM","330","0.33","58174","NO APLICA","--","--","NO APLICA","--","NO APLICA","","","","","MAURICIO DAVIS","1: BLACK + BARNIZ MATE","AVERY","--","--","--","RECTANGULAR","24.317325","3","4","AUTOMATICO","SIN INFORMACION","92.86874999999999","371.47499999999997","350","3770","3","11310","1","0.007661671875","3","4","","MARIO FLORES","AUTOMATICO","SIN INFORMACION","92.86874999999999","371.47499999999997","351","3770","3","11310","1","0.007661671875","716","722","","MARIO FLORES","45419","1","","","80","","","","3","117","DU + GM + RT","","","BOPP","BLANCO","OK","","","","8000","202","","","","PANTONE","EXISTENTE","OK","TP 15337","",""
"58621","9392","0 17X21 BB60 FRUIT CO ETIQUETA AVOCADO FROM PERU AE A2 C3 3S 30000ETR V524","58621","FRUIT CO SRL","SAMSON","MILES","NO APLICA","SOLVENTE","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","ESTANDAR","17 X 21","FLEXIBLE","6","15","90","3.175","LAMINADO 160MM PP BCO BTE ARPPBB60-P ARPLUS (SAMSON/ARP)","160","0.16","57755","NO APLICA","--","--","NO APLICA","--","--","","","","","ALEX CORTES","4: BLACK; P-7499; P-470; P-7576","ARCLAD","--","--","--","OVALADO","0.3628571428571428","1","2","MANUAL","SIN INFORMACION","19.05","285.75","64","10000","6","60000","3","0.508","1","2","ETIQUETA A 3 COLUMNAS./  USAR CONO DE 3""","MARIO FLORES","MANUAL","SIN INFORMACION","19.05","285.75","191","30000","3","90000","3","0.508","49","CONO 3""","ROLLOS A 3 COLUMNAS./  USAR CONO DE 3""","MARIO FLORES","45420","1","","","","","","","3","90","","","","OPP","BLANCO","OK","","","","480000","1900","","","","PANTONE","EXISTENTE","OK","S/TP","PERU","53877"
"58619","9393","ET TC 154 X 160 LF 76 PETG BIOFOODS ALUSWEET 180 ML GOTAS EXP.90101180  A2 FJ200 V52024","58619","BIOFOODS","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","NO APLICA","UV","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","154 X 160","NO APLICA","1","2","97","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","--","--","NO APLICA","--","--","","","","","FELIPE CHACON","4: BLACK; P-298; BLCO 1; BLCO 2","HERNAN YINJINDA","--","--","--","RECTANGULAR","0.036957","2","1","MANUAL","SIN INFORMACION","153.98749999999998","307.97499999999997","NO APLICA","200 UNID./ FAJO","20 FAJOS X CAJA","4000","1","0.036957","1","2","LAY FLAT 76 / ENTREGA A CLIENTE EN FAJOS.","MARIO FLORES","MANUAL","SIN INFORMACION","153.98749999999998","307.97499999999997","#VALUE!","200 UNID./ FAJO","20 FAJOS X CAJA","4000","1","0.036957","718","NO APLICA","LAY FLAT 76 / ENTREGA A CLIENTE EN FAJOS.","MARIO FLORES","45420","1","","","80","","","","N/A","97","FB + ABG + HCI + CORTE","","","PETG","TRANSPARENTE","OK","","","","5000","900","","","","SEGÚN MUESTRA","N/A","OK","TP 15835","",""
"58620","9394","ET TC 184,2 X 172 LF 82 PETG BIOFOODS ALUSWEET 270 ML GOTAS EXP. 90101270  A2 FJ200 V52024","58620","BIOFOODS","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","N/A","UV","N/A","NO","N/A","N/A","","NO APLICA","184,15 x 172","N/A","1","2","116","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","--","--","--","--","--","","","","","FELIPE CHACON","4: BLACK, P-298; BLCO 1; BLCO 2","HERNAN YINJINDA","--","--","--","RECTANGULAR","0.044196","1","2","MANUAL","SIN INFORMACION","184.15","368.3","N/A","200 X FAJO","17 FAJOS X CAJA","3400","1","0.044196","1","2","LAYFLAT 82 / ENTREGA A CLIENTE EN FAJOS.","MARIO FLORES","MANUAL","SIN INFORMACION","184.15","368.3","#VALUE!","200 X FAJO","17 FAJOS X CAJA","3400","1","0.044196","718","N/A","LAYFLAT 82 / ENTREGA A CLIENTE EN FAJOS.","MARIO FLORES","45394","1","","","80","--","--","--","N/A","116","FB + ABG + HCI + CORTE","","","PETG","TRANSPARENTE","OK","","","","5000","1100","","","","SEGÚN MUESTRA","N/A","OK","TP 15836","",""
"58623","9395","ET TC 193,7 X 262 LF 127 PETG ANDES DRINK PIÑA SOUR 700 CC IN24245 A2 FJ200 V52024","58623","ANDES DRINK","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","NO APLICA","UV","NO APLICA","NO","","FOLIA PLATA COLDFOIL 160MM DSCF620-OP","NO APLICA","ESTANDAR","193,67 X 262","NO APLICA","1","2","122","3.175","LAMINADO FILM PETG 280MM 45 MIC","280","0.28","51557","NO APLICA","","--","NO APLICA","--","--","","","45939","160","FELIPE CHACON","8:C;M;Y;K;2104;BCO 1;BCO 2;FOLIA PLATA","HERNAN YINJINDA","--","--","DOÑA CORNELIA","RECTANGULAR","0.054229","1","2","MANUAL","SIN INFORMACION","193.67499999999998","387.34999999999997","NO APLICA","200 UNID./ FAJO","18 FAJOS X CAJA","3600","1","0.054229","1","2","LAY FLAT 127/LAS CAJAS DEBEN SER PESADAS PARA ASEGURAR LA CANTIDAD DE FAJOS EN SU INTERIOR / APLICAR FOLIA PLATA","MARIO FLORES","MANUAL","SIN INFORMACION","193.67499999999998","387.34999999999997","#VALUE!","200 UNID./ FAJO","18 FAJOS X CAJA","3600","1","0.054229","718","NO APLICA","LAY FLAT 127/ ENTREGA A CLIENTE EN FAJOS / LAS CAJAS DEBEN SER PESADAS PARA ASEGURAR LA CANTIDAD DE FAJOS EN SU INTERIOR / APLICAR FOLIA PLATA","MARIO FLORES","45422","1","","SI","70","","","","N/A","122","FB + ABG + HCI + CORTE","","","PETG","TRANSPARENTE","OK","","","","25000","5600","","","","SEGÚN MUESTRA","N/A","OK","TP","",""
"58624","9396","ET TC 222,25 X 288 LF 140 PETG ANDES DRINK PIÑA SOUR 1000 CC IN24250 A2 C6 4500ETR V62024","58624","ANDES DRINK","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","NO APLICA","UV","N/A","NO","NO APLICA","FOLIA PLATA COLDFOIL 160MM DSCF620-OP","NO APLICA","NO APLICA","222,25 x 288","N/A","1","1","70","3.175","LAMINADO FILM PETG 300MM 45 MIC","300","0.3","50360","NO APLICA","--","--","NO APLICA","--","--","","","45939","160","FELIPE CHACON","8;C;M;Y;K;2104;FOLIA PLATA;BCO1;BCO 2","HERNAN YINJINDA","--","--","DOÑA CORNELIA","RECTANGULAR","718","1","2","MANUAL","SIN INFORMACION","222.25","222.25","NO APLICA","200 UNID./ FAJO","15 FAJOS X CAJA","#VALUE!","1","0.066675","1","2","LAY FLAT 140","MARIO FLORES","MANUAL","SIN INFORMACION","222.25","222.25","1001","4500","1","4500","1","0.066675","52312","50214 (CONO 6"")","LAY FLAT 140 / ENTREGA A CLIENTE EN ROLLOS: CONO DE 6"" / APLICAR FOLIA PLATA.","MARIO FLORES","45422","1","","SI","70","MARIO FLORES","SE CAMBIA DE FAJOS A ROLLO CONO 6"" (F. CHACON)","","6","70","FB + ABG + HCI","","","PETG","TRANSPARENTE","OK","","","","20000","5200","","","","SEGÚN MUESTRA","N/A","OK","TP 15981","",""
"58626","9397","ET TC 190,5 X 254 LF 123 PETG BIG COMPANY MR BIG REGULAR 720 ML  A2 C3 5500ETR V52024","58626","BIG COMPANY","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","N/A","UV","N/A","NO","N/A","NO APLICA","NO APLICA","NO APLICA","190,5 X 254","N/A","1","1","60","3.175","LAMINADO FILM PETG 280MM 45 MIC","280","0.28","51557","NO APLICA","--","--","--","--","--","--","--","","","MAURICIO DAVIS","7: BLACK; P-REF. BLUE; P-485; COOL GRAY 11; P-109; BLCO 1; BLCO 2","HENAN YINJINDA","--","--","--","RECTANGULAR","","2","2","AUTOMATICO","SIN INFORMACION","190.5","190.5","1000","5250","1","5250","1","0.05715","2","2","ETIQUETA CON BARNIZ LETDOWN (EXTENDER ANILOX 1000,PRIMERA ESTACION)LUEGO DE IMPRIMIR, DIMENSIONAR A 250 MM, AISA MAQUINA 2,AISA FINAL 2, SE AGREGA 3er PROCESO DE REVISION.","DANIELA ORTIZ","AUTOMATICO","SIN INFORMACION","190.5","190.5","1048","5500","1","5500","1","0.05715","52312","39379(2)","LAYFLAT 123 / ENTREGA A CLIENTE EN ROLLOS: CONO DE 3"" / SE ADJUNTA MUESTRA DE COLOR (SOLO COLOR) DE VARIEDAD 2,5LT. / V°B° SE MANTIENE DE ""CLIENTE"". / MATERIAL PETG SE HOMOLOGA CON TODOS LOS PROVEEDORES (RESPETANDO EL ANCHO DE MATERIAL).","MARIO FLORES","45422","1","","SI","80","--","--","--","3","60","FB + ABG + HCI","","","PETG","TRANSPARENTE","OK","","","","120000","26300","","","","CLIENTE","N/A","OK","TP 15420","",""
"58647","9398","ET TC 157,16 X 182 LF 87 PETG DAILY FOODS MUESTRA EN BLANCO ENDULZANTE STEVIA 180ML  A2 C3 6000ETR V52024","58647","DAILY FOODS","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","NO APLICA","UV","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","157,16 X 182","N/A","1","2","99","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","","--","NO APLICA","--","--","","","","","MARTIN WEBER","1: BLANCO SEALANT","HENAN YINJINDA","--","--","--","RECTANGULAR","#VALUE!","1","2","AUTOMATICO","SIN INFORMACION","157.1625","314.325","943","6000","1","6000","1","0.037718999999999996","2","2","LAY FLAT 87 / ENTREGA A CLIENTE EN ROLLOS EN CONO DE 3""","MARIO FLORES","AUTOMATICO","SIN INFORMACION","157.1625","314.325","943","6000","1","6000","1","0.037718999999999996","52312","720 (CONO 3"")","LAY FLAT 87 / ENTREGA A CLIENTE EN ROLLOS EN CONO DE 3"" / USAR SOLO BLANCO SEALANT","MARIO FLORES","45425","1","","SI","80","","","","3","99","FB + ABG + HCI","","","PETG","TRANSPARENTE","OK","","","","6000","1100","","","","N/A","N/A","OK","TP 15998","",""
"45376","9399","0 17X21 BB60 DOLE ETIQUETA ROYAL GALA 4174, GTIN 07809530601373 ,   17X21 AE A3 C1 1S 2700ETR V524","45376","DOLE","SAMSON","MILES","NO APLICA","SOLVENTE","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","ESTANDAR","17 X 21","FLEXIBLE","7","15","90","3.175","LAMINADO 160MM PP BCO BTE ARPPBB60-P ARPLUS (SAMSON/ARP)","160","0.16","57755","NO APLICA","--","--","NO APLICA","--","--","","","","","ALEX CORTES","2: REFLEX BLUE ; NEGRO","ARCLAD","--","--","--","OVALADO","0.43542857142857144","4","3","SEMIAUTOMATICO","SIN INFORMACION","19.05","285.75","50","2700","32","86400","1","0.43542857142857144","4","3","APLICACIÓN CON PISTOLA SAMSON / ROLLOS A 1 COLUMNA/ USAR TROQUEL SUPERIOR SINCLAIR Y TROQUEL SAMSON INFERIOR SIN MEDIO CORTE EN EL MEDIO.","MARIO FLORES","SEMIAUTOMATICO","SIN INFORMACION","19.05","285.75","52","2700","32","86400","1","0.43542857142857144","49","55704","APLICACIÓN CON PISTOLA SAMSON / ROLLOS A 1 COLUMNA/ USAR TROQUEL SUPERIOR SINCLAIR Y TROQUEL SAMSON INFERIOR SIN MEDIO CORTE EN EL MEDIO.","MARIO FLORES","45425","1","","","150","MARIO FLORES","CREACION DE FT","45425","1","90","","","","BOPP","BLANCO","OK","","","","","","","","","PANTONE","EXISTENTE","OK","S/TP","CHILE",""
"58648","9400","ET TC 95,25 X 168 LF 80 PETG DAILY FOODS MUESTRA EN BLANCO ENDULZANTE STEVIA 100ML  A2 C3 6000ETR V52024","58648","DAILY FOODS","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","NO APLICA","UV","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","95,25 X 168","N/A","1","2","60","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","","--","NO APLICA","--","--","","","","","MARTIN WEBER","1: BLANCO SEALANT","HERNAN YINJINDA","--","--","--","RECTANGULAR","0.037718999999999996","2","2","AUTOMATICO","SIN INFORMACION","157.1625","314.325","943","6000","1","6000","1","0.037718999999999996","2","2","LAY FLAT 87 / ENTREGA A CLIENTE EN ROLLOS EN CONO DE 3"" / USAR SOLO BLANCO SEALANT","MARIO FLORES","AUTOMATICO","SIN INFORMACION","95.25","190.5","572","6000","1","6000","1","0.02286","52312","701 (2) CONO 3""","LAY FLAT 80 / ENTREGA A CLIENTE EN ROLLOS EN CONO DE 3"" / USAR SOLO BLANCO SEALANT","MARIO FLORES","45425","1","","SI","80","","","","3","60","FB + ABG + HCI","","","PETG","TRANSPARENTE","OK","","","","6000","700","","","","N/A","N/A","OK","TP 16000","",""
"58649","9401","ET TC 78,32 X 140 LF 66 PETG DAILY FOODS MUESTRA EN BLANCO ENDULZANTE STEVIA 60ML  A2 C3 6000ETR V52024","58649","DAILY FOODS","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","N/A","UV","N/A","NO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","78,32 X 140","N/A","1","3","74","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","","--","--","--","--","","","","","MARTIN WEBER","1: BLANCO SEALANT","HENAN YINJINDA","--","--","--","RECTANGULAR","716","2","1","MANUAL","SIN INFORMACION","78.31666666666666","234.95","NO APLICA","200 UNID./ FAJO","40 FAJOS X CAJA","8000","N/A","0.018796","2","2","LAY FLAT 90","MARIO FLORES","MANUAL","SIN INFORMACION","78.31666666666666","234.95","470","6000","1","6000","1","0.018796","52312","39379","LAYFLAT 66 / ENTREGA A CLIENTE EN ROLLOS CONO 3""/ USAR SOLO BLANCO SEALANT.","MARIO FLORES","45425","1","","","80","","","","3","74","FB + ABG + HCI","","","PETG","TRANSPARENTE","OK","","","","6000","550","","","","N/A","N/A","OK","TP 16001","",""
"58650","9402","ET TC 193,68 X 238 LF 115 PETG DAILY FOODS MUESTRA EN BLANCO ENDULZANTE STEVIA 400ML  A2 C3 6000ETR V52024","58650","DAILY FOODS","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","N/A","UV","N/A","NO","--","NO APLICA","NO APLICA","NO APLICA","193,68 x 238","N/A","1","2","122","3.175","LAMINADO FILM PETG 280MM 45 MIC","280","0.28","51557","NO APLICA","--","--","--","--","--","--","--","","","MARTIN WEBER","1: BLANCO SEALANT","HENAN YINJINDA","--","--","--","RECTANGULAR","","1","2","MANUAL","SIN INFORMACION","193.7","387.35","N/A","200 UNID./ FAJO","8 FAJOS X CAJA","#VALUE!","1","0.0581025","2","2","MICROPERFORACION/ ETIQUETA CON BARNIZ DE SOBREIMPRESION LET DOWN/LUEGO DE IMPRIMIR REDIMENSIONAR  MATERIAL A 248 MM","DANIELA ORTIZ","AUTOMATICO","SIN INFORMACION","193.7","387.35","1163","6000","1","6000","1","0.054229000000000006","52312","722+701 (CONO 3"")","LAYFLAT 115 / ENTREGA A CLIENTE EN ROLLOS: CONO DE 3"" / USAR SOLO BLANCO SEALANT","MARIO FLORES","45425","1","","","80","--","--","--","3","122","FB + ABG + HCI","","","PETG","TRANSPARENTE","OK","","","","6000","1350","","","","N/A","N/A","OK","TP 15999","",""
